ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16
849.5,937.53,1118.0,699.85,739.46,959.54,1276.45,1258.85,638.23,757.07,739.46,1399.7,1095.99,536.99,338.92,-233.28
867.11,699.85,897.92,638.23,779.08,796.68,1038.77,1056.38,655.83,699.85,638.23,1219.23,1016.76,559.0,57.22,-312.51
708.65,338.92,739.46,616.22,598.61,536.99,739.46,875.91,655.83,536.99,435.75,818.69,897.92,559.0,-233.28,-391.74
629.42,96.83,655.83,699.85,559.0,396.14,536.99,796.68,677.84,497.38,418.15,559.0,779.08,519.38,-290.5,-352.13
669.04,17.61,479.77,655.83,757.07,418.15,378.53,598.61,559.0,598.61,559.0,519.38,559.0,396.14,0.0,-211.28
589.81,-30.81,39.61,378.53,818.69,277.3,79.23,105.64,215.68,559.0,536.99,356.53,79.23,79.23,356.53,-211.28
286.1,-312.51,-400.54,-22.01,435.75,-52.82,-312.51,-400.54,-110.04,237.68,198.07,-154.05,-431.35,-211.28,435.75,-374.13
8.8,-550.2,-642.63,-220.08,8.8,-360.93,-541.39,-660.23,-303.71,-70.43,-70.43,-721.86,-761.47,-382.94,466.57,-453.36
-92.43,-470.97,-620.62,-264.09,-193.67,-281.7,-422.55,-642.63,-321.31,-70.43,-30.81,-801.08,-823.09,-374.13,708.65,-290.5
8.8,-180.46,-510.58,-220.08,-110.04,48.42,-61.62,-532.59,-264.09,189.27,277.3,-422.55,-721.86,-264.09,1126.8,-70.43
88.03,8.8,-360.93,-140.85,-132.05,325.72,228.88,-440.16,-162.86,418.15,536.99,-22.01,-523.79,-123.24,1245.64,8.8
167.26,118.84,-83.63,8.8,-220.08,457.76,448.96,-123.24,-13.2,466.57,528.19,96.83,-220.08,0.0,919.93,-61.62
325.72,286.1,286.1,228.88,-193.67,629.42,787.88,286.1,127.65,479.77,497.38,387.34,127.65,127.65,466.57,-110.04
607.42,669.04,655.83,418.15,88.03,977.15,1245.64,699.85,356.53,677.84,638.23,858.3,466.57,246.49,176.06,-123.24
827.49,906.72,849.5,528.19,299.31,1188.42,1527.34,946.34,506.18,739.46,699.85,1206.03,686.64,387.34,-123.24,-193.67
748.27,779.08,937.53,559.0,228.88,1069.58,1316.07,1038.77,589.81,536.99,488.57,1095.99,757.07,448.96,-563.4,-290.5
466.57,435.75,836.3,536.99,79.23,638.23,849.5,968.34,528.19,189.27,136.45,686.64,726.26,378.53,-941.93,-453.36
308.11,215.68,655.83,497.38,189.27,308.11,519.38,739.46,409.35,-22.01,8.8,497.38,598.61,167.26,-924.33,-532.59
246.49,206.87,488.57,426.95,435.75,206.87,466.57,528.19,347.72,118.84,136.45,528.19,448.96,26.41,-523.79,-532.59
246.49,206.87,369.73,378.53,629.42,158.46,387.34,356.53,378.53,299.31,338.92,559.0,325.72,66.02,-70.43,-264.09
88.03,26.41,189.27,325.72,559.0,8.8,88.03,149.65,347.72,299.31,316.91,347.72,127.65,149.65,127.65,79.23
-30.81,-154.05,-83.63,198.07,466.57,-193.67,-180.46,-123.24,198.07,149.65,206.87,-22.01,-140.85,118.84,259.69,426.95
-193.67,-321.31,-400.54,26.41,396.14,-360.93,-321.31,-484.17,17.61,-13.2,39.61,-264.09,-440.16,0.0,387.34,536.99
-250.89,-343.32,-572.2,-22.01,316.91,-360.93,-360.93,-713.05,-101.24,-101.24,-13.2,-360.93,-581.01,-44.02,506.18,435.75
-211.28,-290.5,-563.4,-13.2,118.84,-242.09,-321.31,-743.86,-22.01,-92.43,-13.2,-303.71,-523.79,0.0,409.35,277.3
-52.82,-193.67,-484.17,66.02,-110.04,-101.24,-281.7,-660.23,48.42,-92.43,-52.82,-220.08,-440.16,127.65,-13.2,118.84
26.41,-110.04,-440.16,118.84,-413.75,8.8,-193.67,-603.01,79.23,-233.28,-211.28,-250.89,-431.35,79.23,-713.05,-52.82
88.03,8.8,-374.13,96.83,-572.2,57.22,-13.2,-462.16,79.23,-413.75,-431.35,-290.5,-453.36,-13.2,-1430.51,-330.12
167.26,198.07,-92.43,158.46,-470.97,316.91,277.3,-171.66,136.45,-413.75,-510.58,-132.05,-272.9,-30.81,-1853.06,-510.58
325.72,457.76,299.31,299.31,-171.66,598.61,616.22,259.69,277.3,-272.9,-431.35,57.22,17.61,39.61,-2011.51,-470.97
369.73,519.38,638.23,378.53,17.61,638.23,677.84,638.23,356.53,-193.67,-330.12,136.45,277.3,96.83,-1971.9,-272.9
189.27,277.3,655.83,299.31,96.83,338.92,378.53,699.85,237.68,-312.51,-374.13,0.0,316.91,39.61,-1751.82,-52.82
-52.82,-30.81,435.75,118.84,96.83,-13.2,17.61,519.38,39.61,-431.35,-431.35,-70.43,299.31,8.8,-1294.06,136.45
-250.89,-290.5,237.68,-30.81,118.84,-272.9,-70.43,338.92,-70.43,-391.74,-374.13,-22.01,356.53,8.8,-673.44,418.15
-312.51,-374.13,176.06,-193.67,96.83,-312.51,-13.2,316.91,-132.05,-193.67,-154.05,215.68,519.38,39.61,-52.82,699.85
-330.12,-453.36,118.84,-250.89,0.0,-374.13,-52.82,299.31,-171.66,-13.2,17.61,316.91,559.0,57.22,457.76,818.69
-374.13,-594.21,-22.01,-290.5,-171.66,-510.58,-290.5,96.83,-250.89,-22.01,79.23,118.84,316.91,8.8,796.68,638.23
-431.35,-673.44,-211.28,-312.51,-453.36,-633.83,-510.58,-233.28,-352.13,-13.2,-22.01,-250.89,-110.04,-171.66,787.88,206.87
-431.35,-492.98,-374.13,-233.28,-651.43,-572.2,-470.97,-550.2,-312.51,-92.43,-110.04,-594.21,-572.2,-330.12,299.31,-272.9
-272.9,-101.24,-343.32,-70.43,-642.63,-312.51,-250.89,-603.01,-132.05,-132.05,-171.66,-651.43,-730.66,-413.75,-303.71,-581.01
-70.43,158.46,-233.28,118.84,-330.12,8.8,-13.2,-453.36,0.0,-110.04,-154.05,-453.36,-572.2,-330.12,-853.9,-633.83
48.42,268.5,-123.24,237.68,127.65,286.1,167.26,-281.7,88.03,-30.81,-92.43,-132.05,-312.51,-132.05,-990.35,-453.36
105.64,176.06,-101.24,215.68,559.0,497.38,316.91,-202.47,118.84,0.0,-30.81,17.61,-92.43,57.22,-880.31,-180.46
88.03,127.65,-92.43,167.26,787.88,607.42,369.73,-110.04,206.87,39.61,8.8,57.22,17.61,308.11,-642.63,228.88
8.8,8.8,0.0,206.87,827.49,426.95,149.65,0.0,325.72,79.23,39.61,-22.01,237.68,536.99,-264.09,796.68
-110.04,-83.63,66.02,268.5,875.91,176.06,-52.82,48.42,378.53,96.83,118.84,-13.2,457.76,726.26,215.68,1355.68
-233.28,-180.46,0.0,259.69,928.73,8.8,-162.86,-22.01,259.69,118.84,215.68,127.65,479.77,726.26,796.68,1588.96
-312.51,-250.89,-264.09,8.8,765.87,-110.04,-220.08,-264.09,26.41,127.65,237.68,286.1,259.69,488.57,1188.42,1456.92
-453.36,-470.97,-581.01,-202.47,347.72,-413.75,-462.16,-581.01,-162.86,66.02,158.46,246.49,-13.2,149.65,1426.11,1135.6
-611.82,-783.48,-713.05,-272.9,-22.01,-704.25,-761.47,-713.05,-211.28,0.0,39.61,66.02,-171.66,-13.2,1716.61,849.5
-691.05,-963.94,-541.39,-180.46,-250.89,-752.67,-730.66,-523.79,-52.82,39.61,118.84,66.02,-92.43,17.61,2156.77,616.22
-550.2,-743.86,-321.31,-61.62,-220.08,-382.94,-281.7,-281.7,8.8,176.06,316.91,299.31,8.8,-30.81,2346.03,356.53
-290.5,-382.94,-154.05,-44.02,-264.09,0.0,189.27,-70.43,8.8,277.3,396.14,559.0,57.22,-140.85,2029.12,149.65
-52.82,-110.04,17.61,-13.2,-413.75,198.07,396.14,88.03,-22.01,277.3,299.31,576.6,176.06,-154.05,1206.03,26.41
66.02,8.8,206.87,66.02,-440.16,369.73,466.57,308.11,66.02,237.68,198.07,479.77,316.91,8.8,356.53,57.22
189.27,136.45,356.53,158.46,-272.9,536.99,497.38,435.75,198.07,237.68,215.68,396.14,378.53,136.45,-171.66,96.83
246.49,206.87,347.72,136.45,17.61,677.84,519.38,387.34,176.06,316.91,316.91,338.92,237.68,136.45,-382.94,88.03
246.49,96.83,237.68,39.61,176.06,655.83,435.75,237.68,57.22,396.14,396.14,277.3,96.83,57.22,-352.13,57.22
228.88,-22.01,198.07,0.0,356.53,559.0,378.53,198.07,-22.01,479.77,497.38,259.69,136.45,79.23,-13.2,246.49
246.49,-13.2,198.07,17.61,598.61,479.77,356.53,237.68,17.61,655.83,699.85,378.53,316.91,215.68,717.45,638.23
286.1,-22.01,158.46,17.61,858.3,435.75,299.31,198.07,57.22,919.93,1016.76,559.0,435.75,316.91,1659.39,999.15
268.5,-52.82,96.83,0.0,959.54,378.53,136.45,79.23,39.61,1095.99,1236.84,598.61,378.53,277.3,2416.46,1056.38
127.65,-233.28,17.61,17.61,796.68,198.07,-92.43,8.8,0.0,1038.77,1179.62,396.14,215.68,158.46,2759.78,919.93
-52.82,-431.35,-30.81,39.61,497.38,-52.82,-413.75,-110.04,0.0,796.68,875.91,79.23,96.83,96.83,2856.61,875.91
-250.89,-532.59,-110.04,39.61,176.06,-290.5,-611.82,-193.67,0.0,536.99,576.6,-52.82,57.22,136.45,2839.01,919.93
-290.5,-492.98,-52.82,17.61,-70.43,-374.13,-611.82,-132.05,39.61,338.92,356.53,-154.05,57.22,136.45,2636.54,717.45
-233.28,-352.13,79.23,39.61,-431.35,-290.5,-492.98,17.61,57.22,158.46,158.46,-330.12,0.0,39.61,2077.54,136.45
-154.05,-154.05,259.69,79.23,-730.66,-193.67,-290.5,259.69,79.23,0.0,0.0,-532.59,-52.82,-92.43,1276.45,-510.58
8.8,79.23,435.75,118.84,-713.05,-22.01,0.0,479.77,118.84,39.61,0.0,-431.35,-70.43,-193.67,655.83,-871.51
149.65,396.14,699.85,215.68,-374.13,277.3,418.15,717.45,259.69,198.07,118.84,-70.43,57.22,-70.43,338.92,-752.67
268.5,598.61,959.54,396.14,-52.82,506.18,757.07,959.54,457.76,215.68,149.65,176.06,378.53,158.46,88.03,-374.13
286.1,757.07,1095.99,559.0,79.23,616.22,919.93,1118.0,576.6,96.83,57.22,299.31,677.84,457.76,-140.85,-30.81
387.34,1069.58,1038.77,576.6,338.92,787.88,1126.8,1056.38,559.0,167.26,149.65,545.79,699.85,576.6,-264.09,79.23
545.79,1408.5,779.08,338.92,717.45,1087.19,1316.07,757.07,316.91,418.15,448.96,889.12,435.75,418.15,-162.86,136.45
607.42,1417.3,409.35,8.8,889.12,1135.6,1245.64,338.92,-30.81,506.18,559.0,977.15,0.0,57.22,-110.04,149.65
369.73,946.34,79.23,-312.51,638.23,765.87,748.27,8.8,-352.13,268.5,308.11,607.42,-250.89,-193.67,-281.7,237.68
66.02,426.95,48.42,-290.5,356.53,387.34,277.3,-22.01,-330.12,88.03,167.26,325.72,-154.05,-132.05,-272.9,466.57
8.8,286.1,259.69,8.8,316.91,426.95,246.49,158.46,-13.2,246.49,387.34,488.57,136.45,96.83,88.03,616.22
105.64,457.76,369.73,118.84,448.96,669.04,479.77,316.91,96.83,497.38,699.85,757.07,215.68,237.68,655.83,418.15
206.87,576.6,198.07,17.61,277.3,726.26,567.8,127.65,17.61,457.76,607.42,536.99,-83.63,-22.01,748.27,-233.28
149.65,497.38,-13.2,-193.67,-101.24,448.96,316.91,-70.43,-211.28,57.22,79.23,-52.82,-492.98,-374.13,176.06,-911.12
8.8,228.88,8.8,-132.05,-510.58,8.8,26.41,-110.04,-211.28,-321.31,-382.94,-581.01,-611.82,-492.98,-620.62,-1272.05
26.41,66.02,88.03,0.0,-510.58,-220.08,-92.43,48.42,-52.82,-541.39,-642.63,-721.86,-413.75,-374.13,-1250.04,-1223.63
228.88,105.64,158.46,118.84,-330.12,-264.09,-83.63,198.07,57.22,-523.79,-642.63,-642.63,-154.05,-193.67,-1641.78,-990.35
369.73,237.68,206.87,158.46,-83.63,-132.05,0.0,237.68,136.45,-484.17,-594.21,-510.58,-22.01,-52.82,-1870.66,-721.86
308.11,286.1,299.31,158.46,8.8,-101.24,8.8,259.69,136.45,-532.59,-642.63,-440.16,96.83,-22.01,-2103.95,-453.36
105.64,206.87,215.68,17.61,0.0,-220.08,-61.62,158.46,-22.01,-660.23,-783.48,-400.54,79.23,-22.01,-2222.79,-154.05
8.8,118.84,39.61,-110.04,39.61,-391.74,-211.28,0.0,-110.04,-792.28,-853.9,-352.13,39.61,-13.2,-2152.36,57.22
-30.81,57.22,-13.2,-211.28,136.45,-440.16,-330.12,-52.82,-154.05,-730.66,-783.48,-211.28,57.22,-13.2,-1923.48,259.69
-52.82,-22.01,-30.81,-211.28,259.69,-391.74,-391.74,-92.43,-154.05,-572.2,-611.82,8.8,57.22,-30.81,-1593.37,215.68
-70.43,-70.43,-154.05,-233.28,316.91,-272.9,-352.13,-171.66,-233.28,-413.75,-413.75,96.83,-70.43,-154.05,-1192.82,0.0
-52.82,-30.81,-312.51,-312.51,277.3,-110.04,-233.28,-290.5,-290.5,-330.12,-330.12,79.23,-290.5,-250.89,-814.29,-171.66
8.8,176.06,-272.9,-272.9,237.68,0.0,-70.43,-233.28,-233.28,-330.12,-330.12,0.0,-352.13,-193.67,-611.82,-211.28
48.42,418.15,8.8,-110.04,198.07,136.45,39.61,-13.2,-52.82,-290.5,-290.5,39.61,-193.67,-52.82,-470.97,-211.28
127.65,497.38,176.06,0.0,158.46,215.68,158.46,158.46,39.61,-171.66,-171.66,136.45,-52.82,0.0,-272.9,-290.5
228.88,396.14,158.46,118.84,118.84,198.07,259.69,237.68,79.23,-13.2,-13.2,215.68,8.8,39.61,-52.82,-352.13
347.72,316.91,96.83,198.07,96.83,136.45,299.31,277.3,118.84,39.61,0.0,198.07,39.61,118.84,-52.82,-272.9
426.95,338.92,158.46,259.69,57.22,96.83,338.92,316.91,176.06,0.0,-52.82,176.06,176.06,237.68,-312.51,-171.66
466.57,457.76,299.31,277.3,39.61,176.06,396.14,356.53,237.68,-70.43,-171.66,158.46,277.3,277.3,-633.83,-132.05
448.96,559.0,378.53,198.07,57.22,299.31,497.38,378.53,176.06,-110.04,-233.28,198.07,299.31,215.68,-752.67,8.8
387.34,519.38,316.91,57.22,158.46,378.53,519.38,338.92,57.22,-13.2,-132.05,259.69,277.3,158.46,-651.43,259.69
308.11,338.92,176.06,-52.82,316.91,396.14,457.76,198.07,-52.82,79.23,17.61,378.53,277.3,198.07,-352.13,638.23
246.49,96.83,17.61,-132.05,457.76,435.75,356.53,0.0,-154.05,237.68,259.69,598.61,325.72,259.69,39.61,875.91
189.27,-30.81,-110.04,-171.66,497.38,435.75,277.3,-92.43,-193.67,356.53,435.75,757.07,299.31,259.69,576.6,757.07
88.03,-171.66,-281.7,-264.09,418.15,316.91,176.06,-180.46,-264.09,378.53,435.75,717.45,127.65,127.65,968.34,338.92
8.8,-193.67,-413.75,-391.74,198.07,118.84,57.22,-290.5,-312.51,259.69,299.31,479.77,-132.05,-110.04,977.15,-154.05
-70.43,-171.66,-382.94,-343.32,0.0,-13.2,0.0,-321.31,-242.09,79.23,96.83,246.49,-242.09,-264.09,686.64,-532.59
-70.43,-70.43,-202.47,-140.85,-154.05,-22.01,79.23,-162.86,-83.63,8.8,0.0,96.83,-180.46,-202.47,369.73,-611.82
-30.81,0.0,17.61,8.8,-101.24,48.42,158.46,17.61,17.61,-13.2,-13.2,8.8,-30.81,-70.43,176.06,-541.39
-13.2,-101.24,79.23,57.22,-22.01,17.61,17.61,167.26,17.61,-52.82,-70.43,-162.86,8.8,17.61,79.23,-462.16
-13.2,-220.08,127.65,66.02,26.41,-162.86,-132.05,237.68,127.65,-44.02,-132.05,-360.93,167.26,136.45,79.23,-211.28
8.8,-220.08,228.88,167.26,167.26,-264.09,-233.28,299.31,308.11,-13.2,-13.2,-281.7,466.57,435.75,237.68,237.68
8.8,-101.24,259.69,316.91,325.72,-242.09,-154.05,369.73,457.76,136.45,118.84,0.0,748.27,726.26,435.75,787.88
88.03,17.61,158.46,286.1,387.34,-180.46,-52.82,215.68,457.76,277.3,237.68,189.27,818.69,818.69,559.0,1148.81
149.65,17.61,17.61,246.49,378.53,-154.05,-13.2,48.42,369.73,316.91,299.31,237.68,809.89,787.88,488.57,1338.08
127.65,0.0,-44.02,246.49,308.11,-70.43,-92.43,-13.2,325.72,356.53,338.92,286.1,827.49,809.89,426.95,1478.93
26.41,-30.81,-30.81,158.46,215.68,17.61,-132.05,-22.01,198.07,418.15,435.75,378.53,717.45,655.83,435.75,1496.53
-30.81,-132.05,-83.63,8.8,136.45,79.23,-154.05,-44.02,-44.02,435.75,479.77,418.15,426.95,268.5,448.96,1095.99
-110.04,-250.89,-233.28,-312.51,-13.2,-22.01,-193.67,-193.67,-391.74,299.31,316.91,356.53,-22.01,-250.89,237.68,396.14
-171.66,-352.13,-374.13,-492.98,-413.75,-250.89,-330.12,-330.12,-550.2,-52.82,-30.81,96.83,-281.7,-594.21,-154.05,-290.5
-290.5,-453.36,-431.35,-470.97,-990.35,-611.82,-594.21,-413.75,-532.59,-572.2,-550.2,-312.51,-470.97,-594.21,-713.05,-893.52
-391.74,-470.97,-453.36,-391.74,-1492.13,-893.52,-752.67,-431.35,-470.97,-972.75,-972.75,-792.28,-611.82,-510.58,-1170.82,-1294.06
-374.13,-374.13,-431.35,-352.13,-1571.36,-911.12,-713.05,-413.75,-453.36,-972.75,-1012.36,-1012.36,-673.44,-492.98,-1333.67,-1430.51
-211.28,-233.28,-374.13,-250.89,-1232.44,-713.05,-550.2,-352.13,-330.12,-633.83,-713.05,-871.51,-572.2,-413.75,-1113.6,-1250.04
-110.04,-154.05,-272.9,-92.43,-752.67,-470.97,-453.36,-272.9,-110.04,-272.9,-330.12,-633.83,-290.5,-154.05,-752.67,-871.51
-110.04,-193.67,-193.67,17.61,-312.51,-374.13,-453.36,-154.05,57.22,-70.43,-70.43,-431.35,-22.01,158.46,-391.74,-352.13
-52.82,-171.66,-52.82,118.84,57.22,-211.28,-330.12,-22.01,176.06,79.23,118.84,-250.89,259.69,418.15,-22.01,215.68
66.02,-30.81,39.61,118.84,497.38,17.61,-70.43,96.83,198.07,378.53,418.15,17.61,418.15,519.38,497.38,858.3
127.65,39.61,118.84,136.45,757.07,277.3,39.61,118.84,176.06,616.22,638.23,277.3,497.38,536.99,937.53,1355.68
8.8,17.61,118.84,158.46,779.08,316.91,8.8,118.84,158.46,677.84,677.84,356.53,559.0,536.99,1135.6,1536.15
-70.43,-22.01,96.83,118.84,717.45,259.69,-132.05,136.45,136.45,598.61,655.83,338.92,559.0,497.38,1197.23,1377.69
-13.2,17.61,0.0,57.22,638.23,215.68,-171.66,39.61,57.22,519.38,598.61,316.91,378.53,338.92,1197.23,937.53
48.42,79.23,-154.05,0.0,435.75,158.46,-171.66,-110.04,8.8,356.53,378.53,277.3,57.22,96.83,1038.77,448.96
-13.2,17.61,-233.28,0.0,57.22,-30.81,-171.66,-211.28,-30.81,0.0,-22.01,176.06,-92.43,-30.81,488.57,26.41
-132.05,-52.82,-110.04,57.22,-312.51,-290.5,-110.04,-30.81,0.0,-352.13,-413.75,118.84,-52.82,-13.2,-242.09,-140.85
-193.67,-52.82,96.83,136.45,-572.2,-400.54,17.61,215.68,118.84,-572.2,-611.82,79.23,39.61,17.61,-840.7,-250.89
-110.04,8.8,198.07,136.45,-713.05,-391.74,96.83,299.31,96.83,-572.2,-633.83,-13.2,17.61,-22.01,-1122.4,-400.54
-154.05,-30.81,-22.01,-22.01,-704.25,-422.55,-52.82,17.61,-92.43,-523.79,-581.01,-290.5,-162.86,-171.66,-1113.6,-541.39
-290.5,-92.43,-290.5,-330.12,-572.2,-510.58,-374.13,-352.13,-391.74,-532.59,-594.21,-550.2,-453.36,-413.75,-963.94,-523.79
-431.35,-154.05,-431.35,-484.17,-343.32,-532.59,-484.17,-510.58,-462.16,-501.78,-510.58,-581.01,-431.35,-422.55,-651.43,-242.09
-413.75,-92.43,-250.89,-352.13,-70.43,-242.09,-233.28,-250.89,-250.89,-312.51,-312.51,-312.51,-70.43,-132.05,-180.46,308.11
-193.67,39.61,-22.01,-83.63,136.45,215.68,149.65,57.22,17.61,-13.2,48.42,39.61,286.1,189.27,369.73,946.34
26.41,136.45,88.03,-44.02,299.31,589.81,369.73,149.65,0.0,316.91,396.14,316.91,396.14,308.11,849.5,1197.23
-30.81,-13.2,-92.43,-303.71,299.31,598.61,206.87,-70.43,-281.7,466.57,567.8,237.68,206.87,105.64,1109.19,946.34
-290.5,-374.13,-330.12,-550.2,96.83,369.73,-110.04,-352.13,-550.2,497.38,598.61,96.83,-30.81,-154.05,1245.64,448.96
-352.13,-470.97,-272.9,-523.79,8.8,338.92,-140.85,-312.51,-501.78,647.03,757.07,88.03,-154.05,-264.09,1399.7,8.8
-154.05,-52.82,17.61,-233.28,96.83,616.22,237.68,-22.01,-250.89,796.68,919.93,299.31,-92.43,-233.28,1465.72,-220.08
66.02,418.15,378.53,-13.2,167.26,765.87,655.83,378.53,-13.2,669.04,787.88,519.38,-13.2,-154.05,1179.62,-484.17
88.03,598.61,559.0,158.46,8.8,519.38,677.84,598.61,118.84,176.06,215.68,479.77,96.83,-110.04,506.18,-660.23
8.8,457.76,638.23,259.69,-250.89,105.64,497.38,717.45,215.68,-272.9,-290.5,378.53,158.46,-110.04,-140.85,-730.66
66.02,457.76,655.83,338.92,-374.13,-13.2,519.38,717.45,277.3,-453.36,-470.97,378.53,176.06,-70.43,-581.01,-704.25
246.49,655.83,598.61,299.31,-374.13,8.8,616.22,638.23,259.69,-413.75,-470.97,316.91,96.83,-92.43,-783.48,-620.62
325.72,818.69,497.38,237.68,-352.13,-13.2,479.77,519.38,215.68,-391.74,-492.98,79.23,39.61,-92.43,-893.52,-523.79
347.72,818.69,418.15,237.68,-290.5,-110.04,176.06,435.75,198.07,-374.13,-492.98,-193.67,39.61,-92.43,-853.9,-272.9
409.35,779.08,479.77,338.92,-30.81,-30.81,79.23,479.77,259.69,-193.67,-250.89,-290.5,158.46,8.8,-611.82,79.23
448.96,779.08,519.38,378.53,277.3,136.45,198.07,536.99,338.92,136.45,118.84,-132.05,316.91,118.84,-92.43,536.99
347.72,655.83,457.76,316.91,559.0,259.69,215.68,497.38,356.53,457.76,479.77,8.8,396.14,259.69,479.77,818.69
167.26,396.14,277.3,215.68,598.61,176.06,-30.81,316.91,299.31,598.61,598.61,-52.82,356.53,299.31,977.15,796.68
8.8,79.23,79.23,176.06,418.15,8.8,-413.75,118.84,237.68,576.6,638.23,-290.5,215.68,237.68,1219.23,536.99
-13.2,-13.2,0.0,176.06,215.68,-92.43,-594.21,57.22,215.68,598.61,717.45,-391.74,118.84,158.46,1219.23,259.69
48.42,17.61,118.84,198.07,198.07,0.0,-413.75,198.07,277.3,757.07,875.91,-110.04,176.06,176.06,1179.62,118.84
149.65,215.68,378.53,259.69,338.92,316.91,-13.2,457.76,418.15,897.92,999.15,356.53,378.53,299.31,1016.76,136.45
149.65,418.15,559.0,378.53,396.14,598.61,299.31,638.23,559.0,836.3,937.53,757.07,576.6,457.76,638.23,198.07
66.02,497.38,598.61,435.75,299.31,677.84,457.76,638.23,559.0,598.61,717.45,836.3,655.83,536.99,136.45,198.07
8.8,519.38,536.99,378.53,158.46,559.0,497.38,598.61,435.75,356.53,435.75,818.69,638.23,497.38,-132.05,176.06
-13.2,536.99,598.61,299.31,136.45,387.34,567.8,655.83,338.92,228.88,228.88,867.11,638.23,457.76,-162.86,277.3
-92.43,497.38,717.45,316.91,136.45,198.07,576.6,818.69,378.53,-22.01,8.8,818.69,717.45,457.76,-52.82,479.77
-193.67,448.96,757.07,378.53,-13.2,-13.2,545.79,858.3,426.95,-281.7,-303.71,545.79,677.84,435.75,-13.2,629.42
-330.12,418.15,616.22,338.92,-110.04,-110.04,448.96,699.85,316.91,-563.4,-563.4,228.88,457.76,299.31,39.61,638.23
-330.12,466.57,435.75,215.68,-22.01,-202.47,338.92,479.77,189.27,-611.82,-594.21,57.22,277.3,176.06,189.27,669.04
-171.66,426.95,316.91,198.07,127.65,-281.7,105.64,338.92,189.27,-484.17,-453.36,26.41,338.92,277.3,448.96,809.89
-132.05,277.3,259.69,286.1,118.84,-391.74,-162.86,299.31,338.92,-360.93,-330.12,-22.01,519.38,528.19,686.64,818.69
-312.51,8.8,198.07,308.11,-101.24,-523.79,-492.98,237.68,418.15,-431.35,-440.16,-290.5,519.38,545.79,787.88,528.19
-572.2,-202.47,127.65,268.5,-382.94,-462.16,-563.4,158.46,448.96,-532.59,-581.01,-484.17,286.1,369.73,699.85,17.61
-492.98,-61.62,105.64,286.1,-400.54,-202.47,-264.09,118.84,448.96,-532.59,-563.4,-422.55,88.03,228.88,457.76,-391.74
-171.66,259.69,57.22,369.73,-242.09,88.03,96.83,96.83,457.76,-391.74,-400.54,-233.28,0.0,246.49,105.64,-501.78
48.42,396.14,8.8,286.1,-193.67,215.68,167.26,0.0,378.53,-202.47,-233.28,-162.86,8.8,286.1,-202.47,-413.75
105.64,246.49,-193.67,79.23,-281.7,88.03,-61.62,-154.05,149.65,-180.46,-233.28,-343.32,-70.43,215.68,-563.4,-281.7
8.8,66.02,-290.5,-70.43,-360.93,-22.01,-250.89,-352.13,17.61,-250.89,-312.51,-470.97,-171.66,118.84,-840.7,-162.86
-30.81,57.22,-272.9,-52.82,-290.5,-13.2,-123.24,-391.74,-13.2,-343.32,-382.94,-400.54,-171.66,136.45,-972.75,57.22
-52.82,127.65,-233.28,17.61,-61.62,66.02,26.41,-312.51,26.41,-360.93,-422.55,-242.09,-110.04,259.69,-862.71,387.34
-52.82,79.23,-250.89,57.22,96.83,79.23,79.23,-272.9,0.0,-312.51,-391.74,-110.04,-154.05,316.91,-633.83,559.0
-13.2,79.23,-312.51,-13.2,308.11,26.41,48.42,-312.51,-30.81,-281.7,-303.71,-83.63,-272.9,215.68,-281.7,479.77
26.41,96.83,-290.5,-110.04,316.91,-30.81,-13.2,-290.5,-92.43,-272.9,-233.28,-92.43,-290.5,136.45,-22.01,378.53
8.8,39.61,-211.28,-92.43,215.68,-132.05,-132.05,-171.66,-70.43,-250.89,-193.67,-154.05,-171.66,136.45,215.68,338.92
-52.82,-154.05,-272.9,-154.05,39.61,-290.5,-330.12,-193.67,-132.05,-233.28,-233.28,-352.13,-171.66,79.23,277.3,316.91
-193.67,-453.36,-510.58,-330.12,-171.66,-572.2,-611.82,-431.35,-330.12,-330.12,-374.13,-673.44,-413.75,-92.43,79.23,176.06
-290.5,-594.21,-713.05,-470.97,-330.12,-814.29,-831.9,-691.05,-492.98,-532.59,-572.2,-911.12,-673.44,-290.5,-211.28,0.0
-193.67,-431.35,-651.43,-413.75,-312.51,-752.67,-770.27,-730.66,-453.36,-594.21,-611.82,-911.12,-673.44,-312.51,-492.98,-52.82
26.41,-110.04,-470.97,-233.28,-171.66,-413.75,-453.36,-572.2,-312.51,-431.35,-492.98,-691.05,-510.58,-250.89,-594.21,-52.82
268.5,96.83,-312.51,-70.43,-70.43,-70.43,-132.05,-391.74,-211.28,-250.89,-330.12,-510.58,-391.74,-233.28,-633.83,-30.81
409.35,259.69,-110.04,-22.01,-22.01,79.23,17.61,-171.66,-132.05,-92.43,-154.05,-413.75,-312.51,-154.05,-633.83,-52.82
567.8,457.76,118.84,79.23,215.68,299.31,237.68,39.61,-22.01,158.46,118.84,-193.67,-154.05,8.8,-453.36,-52.82
708.65,655.83,338.92,176.06,576.6,536.99,479.77,299.31,158.46,536.99,519.38,79.23,57.22,118.84,-132.05,0.0
708.65,616.22,396.14,277.3,757.07,536.99,479.77,396.14,338.92,699.85,677.84,215.68,259.69,215.68,79.23,286.1
